sample_ID,question,answer,target,correct,confidence,step0_loss,step0_agreement,step0_delta_loss,step0_delta_agreement,step1_loss,step1_agreement,step1_delta_loss,step1_delta_agreement,step2_loss,step2_agreement,step2_delta_loss,step2_delta_agreement,step3_loss,step3_agreement,step3_delta_loss,step3_delta_agreement,step4_loss,step4_agreement,step4_delta_loss,step4_delta_agreement
70,"What is the correct answer to this question: Astronomers are studying a system of five exoplanets with circular orbits, ",C,C,True,0.8491,0.15996252335484432,0.5454545454545454,0.0,0.0,0.17047203423473212,0.7272727272727273,-0.010509510879887801,0.18181818181818188,0.13820962453758345,0.9090909090909092,0.032262409697148664,0.18181818181818188,0.11439442327909488,0.9090909090909092,0.023815201258488572,0.0,0.10100984130863573,0.9090909090909092,0.01338458197045915,0.0
71,"What is the correct answer to this question: 7-(tert-butoxy)bicyclo[2.2.1]hepta-2,5-diene is combined with 2 equivalents",D,C,False,0.0465,0.4175298124452582,0.1818181818181818,0.0,0.0,0.5186857669792233,0.2727272727272727,-0.10115595453396509,0.09090909090909091,0.5440223588712257,0.3636363636363636,-0.025336591892002436,0.09090909090909088,0.5172752567841923,0.6363636363636364,0.02674710208703346,0.27272727272727276,0.5183865302653552,0.3636363636363636,-0.001111273481162911,-0.27272727272727276
72,What is the correct answer to this question: Two astronauts of masses 2m and 3m travel at relativistic speeds of 0.6 c a,D,D,True,0.9817,0.10687763528151036,1.0,0.0,0.0,0.06363528427371194,1.0,0.04324235100779841,0.0,0.07122112910548051,1.0,-0.007585844831768565,0.0,0.039778559444468106,1.0,0.0314425696610124,0.0,0.0468522908189948,1.0,-0.007073731374526694,0.0
73,What is the correct answer to this question: We want to observe a decay of a single atom (atomic nucleus). It is possibl,D,D,True,0.9312,0.2093453514467674,0.8181818181818182,0.0,0.0,0.17530209870428332,0.8181818181818182,0.0340432527424841,0.0,0.1945681935754919,1.0,-0.01926609487120859,0.18181818181818177,0.1936906585810298,0.6363636363636364,0.0008775349944621091,-0.36363636363636365,0.06777080221520994,1.0,0.12591985636581987,0.36363636363636365
74,What is the correct answer to this question: You want to study the role of the GADD45G protein in a mouse model. You are,A,A,True,0.6522,0.34809327005200935,1.0,0.0,0.0,1.1223548328869129e-05,0.0909090909090909,0.34808204650368046,-0.9090909090909091,1.039700766365356e-05,0.0909090909090909,8.265406652155691e-07,0.0,1.0099193634877666e-05,0.0909090909090909,2.978140287758936e-07,0.0,1.089085845855918e-05,0.0909090909090909,-7.916648236815138e-07,0.0
75,What is the correct answer to this question: You want to create a mouse embryonic chimera with induced pluripotent stem ,D,B,False,0.9044,0.021038677010251843,1.0,0.0,0.0,0.011233088605991043,1.0,0.0098055884042608,0.0,0.007415951873833992,0.0909090909090909,0.0038171367321570508,-0.9090909090909091,0.00559312049226718,0.0909090909090909,0.0018228313815668116,0.0,0.007989405787416857,0.0909090909090909,-0.002396285295149677,0.0
76,"What is the correct answer to this question: The Cope rearrangement is a chemical reaction where a 1,5-diene molecule un",D,A,False,0.9284,0.020234365711989034,1.0,0.0,0.0,0.23967690269870603,0.0909090909090909,-0.219442536986717,-0.9090909090909091,0.4192461494029959,0.8181818181818182,-0.1795692467042899,0.7272727272727273,0.441844669894363,1.0,-0.02259852049136707,0.18181818181818177,0.3359077936045572,0.9090909090909092,0.1059368762898058,-0.09090909090909083
77,"What is the correct answer to this question: Imagine a point charge q is moving with a trajectory $\vec{s}(t)$, where t ",C,C,True,0.9751,0.14599757400802946,1.0,0.0,0.0,0.1297640292156855,1.0,0.016233544792343957,0.0,0.12855445694212608,1.0,0.0012095722735594172,0.0,0.07702639764390634,1.0,0.05152805929821974,0.0,0.07410888448832019,1.0,0.0029175131555861517,0.0
78,"What is the correct answer to this question: In an experiment, compound X (C11H12O) was subjected to a reaction with 1,4",D,A,False,0.6219,0.31936334581330333,0.3636363636363636,0.0,0.0,0.3254685771226089,1.0,-0.00610523130930557,0.6363636363636365,0.31104111027086956,1.0,0.014427466851739346,0.0,0.3519298827598401,1.0,-0.04088877248897055,0.0,0.30749924001430506,1.0,0.04443064274553504,0.0
80,"What is the correct answer to this question: Identify the correct sequence of reagents for the synthesis of [1,1'-bi(cyc",B,C,False,0.3308,0.3868361469611479,0.2727272727272727,0.0,0.0,0.4842703833510019,0.7272727272727273,-0.09743423638985405,0.4545454545454546,0.4488725290177809,1.0,0.03539785433322101,0.2727272727272727,0.4655043767116844,1.0,-0.016631847693903468,0.0,0.4306787876480017,1.0,0.03482558906368266,0.0
81,"What is the correct answer to this question: cyclooctatetraene was heated with maleic anhydride in a 1:1 ratio, forming ",C,C,True,0.8731,0.2731832222093184,1.0,0.0,0.0,0.27350380839234245,0.7272727272727273,-0.00032058618302405195,-0.2727272727272727,0.3607443597836313,0.8181818181818182,-0.08724055139128883,0.09090909090909094,0.3513617284438316,0.9090909090909092,0.009382631339799663,0.09090909090909094,0.44774191399926155,0.8181818181818182,-0.09638018555542993,-0.09090909090909094
82,"What is the correct answer to this question: We dilute 20.00 cm3 0.05 M acetic acid with 20.00 cm3 water, then titrate t",C,C,True,0.963,0.14978180974273236,1.0,0.0,0.0,0.13880810495473364,1.0,0.010973704787998723,0.0,0.12750158390688285,0.9090909090909092,0.011306521047850793,-0.09090909090909083,0.18222428594126783,1.0,-0.05472270203438498,0.09090909090909083,0.3285939776482828,1.0,-0.14636969170701497,0.0
83,What is the correct answer to this question: While solving higher dimensional heat equations subject to suitable initial,A,A,True,0.572,0.07095307825243498,0.5454545454545454,0.0,0.0,0.08366722439134289,0.6363636363636364,-0.012714146138907909,0.09090909090909094,0.016886748916777584,0.0909090909090909,0.06678047547456531,-0.5454545454545454,0.008371478050116189,0.0909090909090909,0.008515270866661396,0.0,0.012557217075174284,0.0909090909090909,-0.004185739025058095,0.0
84,What is the correct answer to this question: Two planets have been detected orbiting a star using both the transit and r,C,D,False,0.3641,0.2074947856414043,0.4545454545454545,0.0,0.0,1.3043190583437648e-05,0.0909090909090909,0.20748174245082088,-0.3636363636363636,9.21329370291275e-06,0.0909090909090909,3.829896880524897e-06,0.0,7.98037514129248e-06,0.0909090909090909,1.23291856162027e-06,0.0,7.69271913250406e-06,0.0909090909090909,2.876560087884211e-07,0.0
85,What is the correct answer to this question: A chemist performed two reactions by taking two unknown compounds and treat,D,C,False,0.8297,0.3446569237730075,0.7272727272727273,0.0,0.0,0.34217533448843374,1.0,0.0024815892845737597,0.2727272727272727,0.3112977933475476,1.0,0.030877541140886144,0.0,0.25408179414577214,1.0,0.05721599920177545,0.0,0.186518632531663,1.0,0.06756316161410914,0.0
86,What is the correct answer to this question: You have prepared a di-substituted 6-membered aromatic ring compound contai,C,D,False,0.3985,0.37914139557502174,0.3636363636363636,0.0,0.0,0.3444163730448419,0.8181818181818182,0.03472502253017984,0.45454545454545464,0.3898511414733322,0.7272727272727273,-0.04543476842849031,-0.09090909090909094,0.30502783934874167,1.0,0.08482330212459055,0.2727272727272727,0.3619676529746412,0.8181818181818182,-0.056939813625899505,-0.18181818181818177
87,What is the correct answer to this question: You tag the inner capsid proteins of rotavirus with a GFP and deliver them ,C,C,True,0.8836,0.013108860504059227,1.0,0.0,0.0,0.05361242050705088,1.0,-0.040503560002991656,0.0,0.07154992418290362,0.0909090909090909,-0.017937503675852742,-0.9090909090909091,0.10220348302806315,0.0909090909090909,-0.030653558845159523,0.0,0.1430848762392884,0.0909090909090909,-0.04088139321122525,0.0
88,"What is the correct answer to this question: 1,3-dibromoadamantane is heated to 240C with an excess of KOH, creating a l",A,A,True,0.4735,0.48068399464724954,0.4545454545454545,0.0,0.0,0.42803931393108635,1.0,0.052644680716163184,0.5454545454545455,0.4468871097450247,1.0,-0.01884779581393836,0.0,0.40271851675142467,1.0,0.04416859299360004,0.0,0.4286604882696324,1.0,-0.025941971518207707,0.0
89,"What is the correct answer to this question: Determine the product obtained when 3,4-dimethylhexanedial is reacted with ",C,D,False,0.6685,0.398096208743777,0.6363636363636364,0.0,0.0,0.4340440593159352,1.0,-0.03594785057215821,0.36363636363636365,0.40398219792381107,1.0,0.030061861392124134,0.0,0.4168969655998436,1.0,-0.012914767676032557,0.0,0.3935762939405606,1.0,0.023320671659283032,0.0
90,"What is the correct answer to this question: cyclohexanone is treated with LDA at low temperature, followed by benzaldeh",D,D,True,0.7493,0.3444747639398729,0.6363636363636364,0.0,0.0,0.38174172345170027,1.0,-0.03726695951182735,0.36363636363636365,0.3782195408119065,1.0,0.0035221826397937583,0.0,0.4114883929868356,1.0,-0.03326885217492909,0.0,0.2988185315164269,1.0,0.1126698614704087,0.0
91,What is the correct answer to this question: Calculate the enthalpy of formation of (CH3)2C=CH-CH2-CH(CH3)-CH2-CH=C(CH3),D,A,False,0.1039,0.31572261512915,0.1818181818181818,0.0,0.0,0.33659768414015223,0.4545454545454545,-0.020875069011002223,0.2727272727272727,0.33901479396244993,0.2727272727272727,-0.0024171098222977028,-0.18181818181818177,0.39577226894917156,0.5454545454545454,-0.05675747498672162,0.2727272727272727,0.2538665478959874,0.1818181818181818,0.14190572105318416,-0.36363636363636365
92,"What is the correct answer to this question: ""Scientist aims to run quantitative polymerase chain reaction (qPCR) on som",D,B,False,0.9011,0.2932128623787216,1.0,0.0,0.0,0.23423940581534541,0.8181818181818182,0.05897345656337616,-0.18181818181818177,0.3047991122248816,0.9090909090909092,-0.07055970640953618,0.09090909090909094,0.34245989392478593,0.8181818181818182,-0.03766078169990433,-0.09090909090909094,0.35705147745129134,0.8181818181818182,-0.014591583526505414,0.0
93,"What is the correct answer to this question: Identify the starting material(s) required to synthesize methyl 2-propyl-1,",D,A,False,0.8399,0.0058852762730559,1.0,0.0,0.0,0.008380608663135409,0.0909090909090909,-0.002495332390079509,-0.9090909090909091,0.0034010833129264,0.0909090909090909,0.004979525350209009,0.0,0.0044751096222715794,0.0909090909090909,-0.0010740263093451793,0.0,0.0065405264926622535,0.0909090909090909,-0.002065416870390674,0.0
94,"What is the correct answer to this question: 3,3,6-trimethylhepta-1,5-dien-4-one is treated with 1 equivalent of meta-ch",D,B,False,0.4849,0.4004598917319709,0.3636363636363636,0.0,0.0,0.4112160775872947,1.0,-0.010756185855323841,0.6363636363636365,0.3843719754715997,1.0,0.026844102115695045,0.0,0.4296477133531737,0.9090909090909092,-0.04527573788157402,-0.09090909090909083,0.37282552461177576,1.0,0.05682218874139794,0.09090909090909083
95,What is the correct answer to this question: The angular size of the event horizon of a supermassive black hole in the c,D,A,False,0.3644,0.1256703107261647,0.4545454545454545,0.0,0.0,0.10378415766197896,0.0909090909090909,0.02188615306418573,-0.3636363636363636,0.11467801124693738,0.1818181818181818,-0.010893853584958424,0.0909090909090909,0.10452584977492542,0.0909090909090909,0.010152161472011964,-0.0909090909090909,0.1844712675570091,0.1818181818181818,-0.07994541778208368,0.0909090909090909
96,"What is the correct answer to this question: In gametogenesis, the germline undergoes two cycles of meiosis to give rise",D,D,True,0.9308,0.10881007707712441,1.0,0.0,0.0,0.2757668332635841,0.9090909090909092,-0.16695675618645966,-0.09090909090909083,0.2615408870948035,0.6363636363636364,0.01422594616878059,-0.2727272727272728,0.24989514677231695,0.7272727272727273,0.011645740322486553,0.09090909090909094,0.21617718626606255,0.9090909090909092,0.03371796050625439,0.18181818181818188
97,"What is the correct answer to this question: Identify the starting material, A, in the following reaction.
A + a methyle",B,D,False,0.7096,0.08597464351982735,0.8181818181818182,0.0,0.0,0.0017075119193394191,0.0909090909090909,0.08426713160048793,-0.7272727272727273,0.00012450332762693332,0.0909090909090909,0.0015830085917124858,0.0,0.0001633584634674875,0.0909090909090909,-3.8855135840554184e-05,0.0,0.0002371571483143364,0.0909090909090909,-7.379868484684888e-05,0.0
98,"What is the correct answer to this question: You have prepared an unknown compound. To identify the product, you have us",C,A,False,0.8966,0.19982417170134253,0.8181818181818182,0.0,0.0,0.39586394029272115,1.0,-0.19603976859137862,0.18181818181818177,0.26210071260928786,1.0,0.1337632276834333,0.0,0.20574428058704672,1.0,0.05635643202224114,0.0,0.18368239426094812,1.0,0.022061886326098595,0.0
99,What is the correct answer to this question: Compound A (C3H6) undergoes bromination in the presence of carbon tetrachlo,C,A,False,0.8432,0.38290806886638784,0.9090909090909092,0.0,0.0,0.3950161482961158,1.0,-0.01210807942972797,0.09090909090909083,0.36269911062218924,1.0,0.032317037673926574,0.0,0.23431584336919592,0.9090909090909092,0.12838326725299332,-0.09090909090909083,0.27622602268176405,0.9090909090909092,-0.04191017931256813,0.0
100,What is the correct answer to this question: A student performed an acid-catalyzed reaction of 3-methylpyrrolidine with ,B,B,True,0.8636,0.218377111261312,1.0,0.0,0.0,0.1693712105672158,1.0,0.049005900694096216,0.0,0.25203673928802267,0.5454545454545454,-0.08266552872080687,-0.4545454545454546,0.24763114020100954,0.4545454545454545,0.004405599087013129,-0.09090909090909094,0.21402453620237497,0.2727272727272727,0.03360660399863458,-0.18181818181818177
101,What is the correct answer to this question: You identified a new ligand-receptor pair initially expressed in the neural,C,C,True,0.7886,0.2156244798920233,1.0,0.0,0.0,0.35569609015602427,0.5454545454545454,-0.14007161026400097,-0.4545454545454546,0.3887884809140472,0.5454545454545454,-0.03309239075802295,0.0,0.43927452425347324,0.6363636363636364,-0.05048604333942602,0.09090909090909094,0.318757659005668,0.6363636363636364,0.12051686524780525,0.0
102,What is the correct answer to this question: Which sequence of reactions from the following options would lead to the hi,B,C,False,0.938,0.2683944633992588,1.0,0.0,0.0,0.31118964525454706,1.0,-0.042795181855288245,0.0,0.35220768532615593,1.0,-0.04101804007160886,0.0,0.2758340220787815,1.0,0.07637366324737443,0.0,0.1833820480487578,1.0,0.0924519740300237,0.0
103,What is the correct answer to this question: Astronomers are searching for exoplanets around two stars with exactly the ,D,D,True,0.2508,0.2712613239696101,0.3636363636363636,0.0,0.0,0.32091657271166785,0.1818181818181818,-0.049655248742057734,-0.1818181818181818,0.5168228017674363,0.5454545454545454,-0.1959062290557685,0.36363636363636365,0.46198034240887625,0.2727272727272727,0.05484245935856008,-0.2727272727272727,0.5194765296131297,0.7272727272727273,-0.05749618720425348,0.4545454545454546
104,What is the correct answer to this question: Astronomers are currently observing a star with a radius equal to that of t,C,D,False,0.2895,0.15577697380884348,0.0909090909090909,0.0,0.0,0.2971187280770846,0.7272727272727273,-0.14134175426824114,0.6363636363636364,0.20020543515438213,0.3636363636363636,0.09691329292270248,-0.3636363636363637,0.12231309103399587,0.3636363636363636,0.07789234412038626,0.0,0.09357376227128385,0.7272727272727273,0.028739328762712027,0.3636363636363637
105,What is the correct answer to this question: The reaction between cyclohexanone and piperidine can result in the formati,B,C,False,0.7301,0.21128177980705273,1.0,0.0,0.0,0.017052427105231093,0.0909090909090909,0.19422935270182165,-0.9090909090909091,0.010260098966938358,0.0909090909090909,0.006792328138292735,0.0,0.16007331710002404,0.1818181818181818,-0.14981321813308568,0.0909090909090909,0.01983617544151078,0.0909090909090909,0.14023714165851325,-0.0909090909090909
106,"What is the correct answer to this question: Imagine a situation where a novel natural molecule, Xantheraquin, is discov",C,B,False,0.5553,0.11680484229071521,0.6363636363636364,0.0,0.0,0.010788469968505457,0.0909090909090909,0.10601637232220976,-0.5454545454545454,0.006289149360985186,0.0909090909090909,0.00449932060752027,0.0,0.008349277610964887,0.0909090909090909,-0.0020601282499797006,0.0,0.01252391641644733,0.0909090909090909,-0.0041746388054824425,0.0
107,"What is the correct answer to this question: For a magnetic field \vec{B}, parallel to Oz, with small values of m (orbit",A,A,True,0.9613,0.14911394237467127,1.0,0.0,0.0,0.2218782679548342,1.0,-0.07276432558016294,0.0,0.2558708615874521,1.0,-0.03399259363261789,0.0,0.2575837448177738,1.0,-0.0017128832303217045,0.0,0.28179655291606415,1.0,-0.02421280809829035,0.0
108,What is the correct answer to this question: Consider a bound system of two nucleons (NN) in a 1S0 state which emit a pa,D,D,True,0.8328,0.289211202139939,0.7272727272727273,0.0,0.0,0.34313955678053343,0.9090909090909092,-0.05392835464059442,0.18181818181818188,0.3395702436007919,1.0,0.003569313179741518,0.09090909090909083,0.3090908455128794,0.8181818181818182,0.0304793980879125,-0.18181818181818177,0.2269954512306856,1.0,0.08209539428219381,0.18181818181818177
109,What is the correct answer to this question: Which of the following stars can be detected with both the ESPRESSO spectro,B,B,True,0.8531,0.16249451494143566,0.8181818181818182,0.0,0.0,0.12773190051171215,0.4545454545454545,0.034762614429723504,-0.36363636363636376,0.15916484062407527,0.7272727272727273,-0.03143294011236311,0.2727272727272728,0.1640473171338216,0.5454545454545454,-0.004882476509746325,-0.18181818181818188,0.2319396622465555,0.6363636363636364,-0.0678923451127339,0.09090909090909094
110,What is the correct answer to this question: Complete the following reactions and select the major products by consideri,C,D,False,0.8566,0.3593084005378807,1.0,0.0,0.0,0.32472402857428534,0.8181818181818182,0.03458437196359537,-0.18181818181818177,0.4025897227137772,1.0,-0.07786569413949185,0.18181818181818177,0.3499546394098145,0.7272727272727273,0.05263508330396266,-0.2727272727272727,0.3582777065725975,0.7272727272727273,-0.008323067162782971,0.0
112,"What is the correct answer to this question: You have prepared an unknown compound. To identify the product, you have us",C,C,True,0.9165,0.3036403082547552,1.0,0.0,0.0,0.3220226981203773,1.0,-0.01838238986562213,0.0,0.34881341404800154,1.0,-0.02679071592762422,0.0,0.3750099516343029,1.0,-0.02619653758630136,0.0,0.3613353550438637,1.0,0.01367459659043918,0.0
113,"What is the correct answer to this question: Select the suitable reagents for the following mentioned reactions.
butan-2",B,A,False,0.8385,0.29050424950601256,0.6363636363636364,0.0,0.0,0.2357014274116937,0.9090909090909092,0.05480282209431886,0.2727272727272728,0.2651645096950286,1.0,-0.029463082283334885,0.09090909090909083,0.1434995542743603,0.8181818181818182,0.12166495542066827,-0.18181818181818177,0.1973255207256634,1.0,-0.05382596645130308,0.18181818181818177
115,"What is the correct answer to this question: Compound A shows two signals in the proton NMR, a triplet at 0.9 ppm for 6H",A,A,True,0.6308,0.46690423003451464,0.8181818181818182,0.0,0.0,0.4718794162937735,0.9090909090909092,-0.004975186259258857,0.09090909090909094,0.3891260674187523,0.8181818181818182,0.08275334887502123,-0.09090909090909094,0.3798546101423893,0.8181818181818182,0.009271457276362971,0.0,0.2878725402315861,0.8181818181818182,0.09198206991080321,0.0
116,What is the correct answer to this question: Compounds that have the same molecular formula but are different in their s,C,A,False,0.6372,0.2565567484196302,0.6363636363636364,0.0,0.0,0.26000816958220585,0.8181818181818182,-0.0034514211625756297,0.18181818181818188,0.2943291049921878,0.4545454545454545,-0.034320935409981934,-0.36363636363636376,0.3202948893271905,0.8181818181818182,-0.02596578433500274,0.36363636363636376,0.31951065287174135,0.7272727272727273,0.0007842364554491721,-0.09090909090909094
117,"What is the correct answer to this question: What is the major outcome of the reaction between 4,4-dimethylcyclopent-1-e",C,B,False,0.5937,0.2853231119555668,0.9090909090909092,0.0,0.0,0.028943825631072267,0.0909090909090909,0.2563792863244945,-0.8181818181818182,0.02576302826130302,0.0909090909090909,0.0031807973697692456,0.0,0.033898721396451344,0.0909090909090909,-0.008135693135148322,0.0,0.18408669614929396,0.1818181818181818,-0.15018797475284262,0.0909090909090909
118,"What is the correct answer to this question: Identify product D in the following series of reactions.
5-bromo-3a,4a-dime",A,D,False,0.8375,0.004500456656043781,1.0,0.0,0.0,0.009799386532434165,0.0909090909090909,-0.005298929876390384,-0.9090909090909091,0.012365892529024066,0.0909090909090909,-0.002566505996589901,0.0,0.016753789878032603,0.0909090909090909,-0.004387897349008537,0.0,0.024731733968370202,0.0909090909090909,-0.0079779440903376,0.0
119,"What is the correct answer to this question: Let us assume stars are uniformly distributed in the sky. In this scenario,",A,B,False,0.9538,0.18537524214392878,1.0,0.0,0.0,0.2291292796214585,0.9090909090909092,-0.043754037477529706,-0.09090909090909083,0.17222050580683124,1.0,0.05690877381462725,0.09090909090909083,0.14617632758708515,0.9090909090909092,0.026044178219746084,-0.09090909090909083,0.16329296995792092,0.9090909090909092,-0.017116642370835766,0.0
120,"What is the correct answer to this question: When saturated epoxides are reacted with organocuprates, the alkyl group of",B,A,False,0.5638,0.32553817751790726,0.3636363636363636,0.0,0.0,0.4194926865330117,1.0,-0.09395450901510444,0.6363636363636365,0.3709211276753994,1.0,0.048571558857612274,0.0,0.36153531345079837,1.0,0.009385814224601052,0.0,0.2888774343966137,1.0,0.07265787905418469,0.0
122,What is the correct answer to this question: A supernova occurred in our Galaxy. Part of the supernova ejecta is moving ,B,C,False,0.1853,0.183195348486233,0.0909090909090909,0.0,0.0,0.2820851451757349,0.3636363636363636,-0.0988897966895019,0.2727272727272727,0.326043493000992,0.4545454545454545,-0.043958347825257094,0.09090909090909088,0.27038370570510273,0.3636363636363636,0.055659787295889274,-0.09090909090909088,0.3272391227014288,0.5454545454545454,-0.05685541699632607,0.18181818181818182
124,What is the correct answer to this question: Consider a quantum mechanical system containing a particle of mass $m$ movi,B,B,True,0.9678,0.16574664335872488,1.0,0.0,0.0,0.14144172553662,1.0,0.024304917822104893,0.0,0.13035842220240726,0.9090909090909092,0.01108330333421273,-0.09090909090909083,0.11180120820803109,1.0,0.018557213994376168,0.09090909090909083,0.13147138124815907,1.0,-0.019670173040127983,0.0
125,"What is the correct answer to this question: An organic chemist performs two reactions.
Reaction I:
(S)-5-methoxyhexan-3",D,A,False,0.9231,0.296811456234975,1.0,0.0,0.0,0.3481769822304045,0.9090909090909092,-0.051365525995429484,-0.09090909090909083,0.3472788460220695,1.0,0.0008981362083350097,0.09090909090909083,0.19574482253549183,1.0,0.15153402348657766,0.0,0.17189602023067982,1.0,0.02384880230481201,0.0
126,"What is the correct answer to this question: Which of the following molecules is formed when 5-butylnona-2,6-diene is he",B,B,True,0.3655,0.0573188417215364,0.2727272727272727,0.0,0.0,0.038734057607238144,0.3636363636363636,0.01858478411429826,0.09090909090909088,0.004618666652172561,0.0909090909090909,0.034115390955065585,-0.2727272727272727,0.006395067733063354,0.0909090909090909,-0.0017764010808907927,0.0,0.009237293567919223,0.0909090909090909,-0.0028422258348558688,0.0
127,"What is the correct answer to this question: Congratulations, you just landed your dream job at one of the top structura",B,A,False,0.5008,0.283496397289511,0.6363636363636364,0.0,0.0,0.20363906053009181,0.0909090909090909,0.07985733675941917,-0.5454545454545454,0.3091475032722611,0.1818181818181818,-0.10550844274216928,0.0909090909090909,0.04058232226318682,0.7272727272727273,0.2685651810090743,0.5454545454545455,0.09082847264074681,0.7272727272727273,-0.050246150377559994,0.0
128,"What is the correct answer to this question: Identify compound E in the following reaction scheme.
Compound A, when reac",D,C,False,0.8821,0.39517108332813033,1.0,0.0,0.0,0.36726196241809705,1.0,0.02790912091003328,0.0,0.3777814103803831,1.0,-0.010519447962286044,0.0,0.3277290317311964,0.9090909090909092,0.05005237864918671,-0.09090909090909083,0.3294897228101167,1.0,-0.0017606910789202956,0.09090909090909083
129,What is the correct answer to this question: Large clouds of neutral hydrogen in deep space absorb the light from backgr,B,B,True,0.6897,0.29180249246247797,0.5454545454545454,0.0,0.0,0.3399118579211813,1.0,-0.04810936545870331,0.4545454545454546,0.42613976766862355,0.9090909090909092,-0.08622790974744227,-0.09090909090909083,0.274779321250487,0.9090909090909092,0.15136044641813656,0.0,0.39978195293435037,0.9090909090909092,-0.12500263168386339,0.0
130,What is the correct answer to this question: A dicarboxylic acid containing a cis-alkene was dehydrated to the correspon,D,A,False,0.6844,0.4121740092206222,0.6363636363636364,0.0,0.0,0.3876837063573071,1.0,0.024490302863315105,0.36363636363636365,0.37857580667266716,1.0,0.00910789968463993,0.0,0.39178708722446226,1.0,-0.013211280551795102,0.0,0.3979416928630247,1.0,-0.00615460563856246,0.0
131,What is the correct answer to this question: The 1H NMR spectrum of a solution containing a 1:1 mixture of two aromatic ,D,D,True,0.699,0.325552390000321,0.6363636363636364,0.0,0.0,0.4143914924383174,0.9090909090909092,-0.08883910243799642,0.2727272727272728,0.38318281008630894,0.9090909090909092,0.031208682352008466,0.0,0.387375909971827,1.0,-0.004193099885518081,0.09090909090909083,0.3496206465881111,1.0,0.03775526338371593,0.0
132,What is the correct answer to this question: We have a solution which has the volume of 200.00 cm3 and contains 1.00 g K,A,A,True,0.7694,0.15483270559384843,0.5454545454545454,0.0,0.0,0.1665311896899747,0.3636363636363636,-0.011698484096126283,-0.18181818181818182,0.10893784672289775,0.6363636363636364,0.057593342967076966,0.27272727272727276,0.1443144231150291,0.6363636363636364,-0.03537657639213135,0.0,0.06751356010195456,1.0,0.07680086301307454,0.36363636363636365
133,"What is the correct answer to this question: Calculate the enthalpy of neutralization when 500 mL 0.2 M HCl, 300 mL 0.3 ",C,C,True,0.9244,0.18691097575059548,0.9090909090909092,0.0,0.0,0.33209281060251156,1.0,-0.14518183485191608,0.09090909090909083,0.2968435522742995,1.0,0.035249258328212074,0.0,0.31706632251978406,1.0,-0.020222770245484578,0.0,0.3144347126769197,1.0,0.0026316098428643686,0.0
134,"What is the correct answer to this question: The Interaction between the bosonic field X and fermions is given by

\math",A,D,False,0.2148,0.09714085536911331,0.0909090909090909,0.0,0.0,0.07062068351982782,0.0909090909090909,0.026520171849285484,0.0,0.14502244692474117,0.1818181818181818,-0.07440176340491335,0.0909090909090909,0.09134344348687269,0.2727272727272727,0.05367900343786848,0.09090909090909091,0.1485543902123803,0.2727272727272727,-0.0572109467255076,0.0
135,"What is the correct answer to this question: A vector field f(r) falls off radially as 1/r^2 from the origin, i.e. the m",A,B,False,0.8999,0.202051622365845,0.7272727272727273,0.0,0.0,0.21305514932215033,0.9090909090909092,-0.011003526956305326,0.18181818181818188,0.1653190899766429,1.0,0.047736059345507426,0.09090909090909083,0.15002062067059055,1.0,0.015298469306052359,0.0,0.19493506070864938,0.9090909090909092,-0.044914440038058834,-0.09090909090909083
136,What is the correct answer to this question: A synchrocyclotron is a special type of cyclotron. A proton is injected at ,B,A,False,0.159,0.2754643990477421,0.0909090909090909,0.0,0.0,0.3320241668258887,0.3636363636363636,-0.056559767778146586,0.2727272727272727,0.30297183395794036,0.4545454545454545,0.02905233286794834,0.09090909090909088,0.46126134178137257,0.8181818181818182,-0.1582895078234322,0.36363636363636376,0.5169934526275195,0.9090909090909092,-0.05573211084614693,0.09090909090909094
137,What is the correct answer to this question: A chemical reaction for the synthesis of a product containing H+ ion was pr,D,D,True,0.9159,0.1785635911773106,1.0,0.0,0.0,0.32472441127702234,0.9090909090909092,-0.14616082009971174,-0.09090909090909083,0.36632859812286467,0.9090909090909092,-0.04160418684584233,0.0,0.2993471654070155,0.9090909090909092,0.06698143271584917,0.0,0.30746010507055405,0.7272727272727273,-0.008112939663538543,-0.18181818181818188
138,"What is the correct answer to this question: Two compounds A and B are treated separately with hydrochloric acid, sodium",C,C,True,0.8235,0.3570807269418851,0.8181818181818182,0.0,0.0,0.364656433291124,1.0,-0.007575706349238931,0.18181818181818177,0.33008912983943284,0.8181818181818182,0.03456730345169118,-0.18181818181818177,0.29790139320123105,0.9090909090909092,0.03218773663820179,0.09090909090909094,0.15380532791602608,1.0,0.14409606528520497,0.09090909090909083
139,"What is the correct answer to this question: Substance X, known for incorporating a heavier isotope of one of its consti",C,D,False,0.2082,0.4006897934342994,0.5454545454545454,0.0,0.0,0.245156558671608,0.3636363636363636,0.1555332347626914,-0.18181818181818182,0.00025222992605464966,0.0909090909090909,0.24490432874555335,-0.2727272727272727,0.00013618451074341067,0.0909090909090909,0.00011604541531123899,0.0,0.00010549922609878734,0.0909090909090909,3.0685284644623324e-05,0.0
